,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url,count_day
331,Челябинск,Яндекс,"официальное оформление по ТК РФ;,сдельно-премиальная оплата труда;,работа в максимально комфортных условиях — в любом городе и прямо из дома;,гибкий рабочий график: по будням четыре часа подряд в промежутке с 09:00 до 18:00 по московскому времени.",12 октября 2020," Яндекс.Директ – отличный инструмент для привлечения новых клиентов. Однако, не все владельцы малого бизнеса знают про наш сервис. Мы ищем боевого менеджера по продажам, главная задача которого - предложить рекламодателям готовое решение и помочь им вывести свой бизнес на новый этап. Мы ждём, что вы: очень внимательны и усидчивы; знаете этапы продаж; умеете выстраивать тёплый диалог по телефону и не боитесь общаться с малознакомыми людьми; не любите додумывать за собеседника и вместо этого предпочитаете задавать вопросы; умеете самостоятельно и организованно выстраивать расписание рабочего дня; имеете опыт в холодных продажах по телефону и понимаете основы интернет-маркетинга.. Наш успешный сотрудник: обучаем; гибок и адаптивен; коммуникабелен; умеет работать в команде. Вам предстоит: звонить клиентам из базы и привлекать новых клиентов (холодные продажи по целевой базе); помогать клиентам осваивать новые продукты и инструменты; выполнять план продаж; вести отчётность о работе, фиксировать результаты общения с клиентами в системе. Для работы вам потребуется: компьютер или ноутбук; высокоскоростной и устойчивый интернет; гарнитура; спокойное место без шума. Условия: официальное оформление по ТК РФ; сдельно-премиальная оплата труда; работа в максимально комфортных условиях — в любом городе и прямо из дома; гибкий рабочий график: по будням четыре часа подряд в промежутке с 09:00 до 18:00 по московскому времени. ",не указано,1–3 года,Менеджер по продажам В2В для Яндекс.Директа,,86130.4,25000.0,удаленная работа,,Частичная занятость,https://tyumen.hh.ru/vacancy/38491426,17
332,Магнитогорск,Яндекс,"официальное оформление по ТК РФ;,сдельно-премиальная оплата труда;,работа в максимально комфортных условиях — в любом городе и прямо из дома;,гибкий рабочий график: по будням четыре часа подряд в промежутке с 09:00 до 18:00 по московскому времени.",4 октября 2020," Яндекс.Директ – отличный инструмент для привлечения новых клиентов. Однако, не все владельцы малого бизнеса знают про наш сервис. Мы ищем боевого менеджера по продажам, главная задача которого - предложить рекламодателям готовое решение и помочь им вывести свой бизнес на новый этап. Мы ждём, что вы: очень внимательны и усидчивы; знаете этапы продаж; умеете выстраивать тёплый диалог по телефону и не боитесь общаться с малознакомыми людьми; не любите додумывать за собеседника и вместо этого предпочитаете задавать вопросы; умеете самостоятельно и организованно выстраивать расписание рабочего дня; имеете опыт в холодных продажах по телефону и понимаете основы интернет-маркетинга.. Наш успешный сотрудник: обучаем; гибок и адаптивен; коммуникабелен; умеет работать в команде. Вам предстоит: звонить клиентам из базы и привлекать новых клиентов (холодные продажи по целевой базе); помогать клиентам осваивать новые продукты и инструменты; выполнять план продаж; вести отчётность о работе, фиксировать результаты общения с клиентами в системе. Для работы вам потребуется: компьютер или ноутбук; высокоскоростной и устойчивый интернет; гарнитура; спокойное место без шума. Условия: официальное оформление по ТК РФ; сдельно-премиальная оплата труда; работа в максимально комфортных условиях — в любом городе и прямо из дома; гибкий рабочий график: по будням четыре часа подряд в промежутке с 09:00 до 18:00 по московскому времени. ",не указано,1–3 года,Менеджер по продажам В2В для Яндекс.Директа,,61500.0,25000.0,удаленная работа,,Частичная занятость,https://tyumen.hh.ru/vacancy/38491306,25
333,Челябинск,Xpage,не указаны,8 октября 2020," Привет! Мы- Digital Agency Xpage. Уже более 17 лет мы помогаем своим клиентам получать максимум пользы от современных технологий и инструментов веб-разработки, интернет-рекламы, дизайна и автоматизации. В нашем бэкграунде проекты для крупных представителей международного бизнеса ( «Русгидро», «LORENA кухни», РБК, «Полисорб», ТРК «Родник», торговый город «Алмаз») и государственных структур (Министерство экономического развития Челябинской области, Министерство связи и Региональный центр инжиниринга, Территория Бизнеса). Мы- современная и динамично развивающаяся команда. В связи с ростом объема и количества проектов, мы открываем вакансию ""Менеджер проектов по внедрению Битрикс24"". Что мы предлагаем: Высокий уровень заработной платы и адекватные KPI; Возможность поработать с крупными региональными и федеральными проектами; Обучение за счет компании на лучших площадках страны; Пропорциональный рост компетенций и уровня вознаграждения; Официальное трудоустройство, финансовую стабильность (мы никогда не подводили сотрудников); Открытые и партнерские отношения с ТОП менеджерами и отличная команда из 35 человек; Комфортный и крутой офис в сердце Челябинска (Gagarin Residence, Лесопарковая 8) с дизайнерским ремонтом, парковочными местами и шаговой доступностью от леса (есть возможность прогуляться в обеденный перерыв); В офисе для сотрудников всегда есть свежесваренный зерновой кофе и заботливый офис-менеджер; График работы с 9 до 18, 5/2. Что нужно делать: Быть хорошим коммуникатором для своим клиентов, управлять отношениями и контролировать сроки, акты, накладные, давать и запрашивать обратную связь. Управлять эффективностью проектов. Анализировать бизнес процессы клиентов, автоматизировать и настраивать их через Битрикс 24; Наши ожидания к соискателям: Опыт самостоятельного ведения переговоров с клиентами, на любом уровне и любой сложности; Опыт самостоятельной настройки бизнес процессов и базовых функций Битрикс24; Неумолимая любовь к Битриксу24, стремление быть в тренде и обучаться; Наличие опыта управления и ведения техническими проектами; Есть опыт формализации и внедрения бизнес процессов; Есть опыт разработки регламентирующей документации и написания ТЗ для разработчиков; Так же важно: * Высшее образование (предпочтительно техническое, управление проектами, финансы, экономика, бухгалтерия). * Будет преимуществом наличие сертификатов по установке CRM систем, а также сертификаты по бизнес-аналитике. * Если у тебя был опыт работы техническим специалистом в IT сфере или был опыт работы проектным менеджером в digital агентстве- это будет большим плюсом Оставляй отклик, и мы свяжемся с тобой в течение дня! Не упусти возможность поработать в одной из лучших IT компаний Южного Урала :) ",не указано,3–6 лет,Менеджер проектов Битрикс24,,86130.4,34727.3,полный день,"Управление проектами,1С-Битрикс,Управление интернет-проектами,Бизнес-анализ,CRM,Автоматизация,Управление бизнес процессами,Планирование,Bitrix24,Разработка технических заданий",Полная занятость,https://tyumen.hh.ru/vacancy/39444183,21
338,Златоуст,Яндекс,не указаны,4 октября 2020," Яндекс — крупнейшая поисковая система и IT-компания, разрабатывающая сервисы и инструменты для пользы людей. В текущей ситуации для многих актуален поиск работы, в котором помогает наш сервис Яндекс.Таланты. Мы ищем менеджера, который познакомит бизнес с сервисом и откроет ему все возможности и плюсы сервиса. Мы готовы предоставить вам свободный выбор места и времени работы. Если вы разделяете наши взгляды, то мы будем рады вам в нашей команде! Мы ждём, что вы: очень внимательны и усидчивы; умеете выстраивать тёплый диалог по телефону и не боитесь общаться с малознакомыми людьми; не любите додумывать за собеседника и вместо этого предпочитаете задавать вопросы; умеете самостоятельно и организованно выстраивать расписание рабочего дня; занимались холодными продажами по телефону. Наш успешный сотрудник: обучаем; гибок и адаптивен; коммуникабелен; умеет работать в команде. Вам предстоит: звонить клиентам из базы и привлекать новых клиентов (холодные продажи по целевой базе); помогать клиентам осваивать новые продукты и инструменты; выполнять план продаж; вести отчётность о работе, фиксировать результаты общения с клиентами в системе. Для работы вам потребуется: компьютер или ноутбук; высокоскоростной и устойчивый интернет; гарнитура; спокойное место без шума. Условия: официальное оформление по ТК РФ; сдельно-премиальная оплата труда; работа в максимально комфортных условиях — в любом городе и прямо из дома; гибкий рабочий график: по будням четыре часа подряд в промежутке с 09:00 до 18:00 по московскому времени. ",не указано,1–3 года,Менеджер по продажам В2В для Яндекс.Талантов,,60000.0,20000.0,удаленная работа,,Частичная занятость,https://tyumen.hh.ru/vacancy/38490808,25
340,Магнитогорск,Skyeng,не указаны,5 октября 2020," Присоединяйтесь к крупнейшей в Европе онлайн-школе английского языка Skyeng, входящей в ТОП-15 компаний рунета по версии Forbes. Менеджер по продажам: Совершает звонки из дома, удалённо в комфортных условиях; Звонит по входящим заявкам через бесплатную телефонию; Продаёт курсы английского языка; Заносит свои сделки в простую систему отчётности. Вы подходите нам, если: У Вас есть компьютер и стабильный, быстрый интернет; Готовы обеспечить тишину в рабочее время; Легко находите общий язык с незнакомыми людьми. Мы предлагаем: Загруженность 5 или 8 часов в день (Подойдет в качестве подработки); Стабильный доход (В среднем от 26 000 до 30 000 рублей); Профессиональный рост (У Вас есть все шансы стать руководителем группы через 1 год); Удобные варианты загруженности 25 или 40 ч. в неделю (10:00-15:00/11:00-16:00/12:00-17:00/13:00-18:00- частичная занятость ; 12:00-21:00 - полная занятость ; Суббота или воскресенье - рабочий день); Оплачиваемое дистанционное обучение с тренером по продажам; 50% скидку на изучение английского языка в нашей школе. Заинтересовала вакансия? Нажимайте ""Откликнуться""; Ожидайте звонка от менеджера в ближайшее время. ",не указано,не требуется,Менеджер по продажам,,61500.0,28041.7,удаленная работа,"Английский язык,Телефонные переговоры,Пользователь ПК,Навыки продаж,Прием и распределение телефонных звонков",Полная занятость,https://tyumen.hh.ru/vacancy/39635284,24
343,Златоуст,Яндекс,"официальное оформление по ТК РФ;,сдельно-премиальная оплата труда;,работа в максимально комфортных условиях — в любом городе и прямо из дома;,гибкий рабочий график: по будням четыре часа подряд в промежутке с 09:00 до 18:00 по московскому времени.",4 октября 2020," Яндекс.Директ – отличный инструмент для привлечения новых клиентов. Однако, не все владельцы малого бизнеса знают про наш сервис. Мы ищем боевого менеджера по продажам, главная задача которого - предложить рекламодателям готовое решение и помочь им вывести свой бизнес на новый этап. Мы ждём, что вы: очень внимательны и усидчивы; знаете этапы продаж; умеете выстраивать тёплый диалог по телефону и не боитесь общаться с малознакомыми людьми; не любите додумывать за собеседника и вместо этого предпочитаете задавать вопросы; умеете самостоятельно и организованно выстраивать расписание рабочего дня; имеете опыт в холодных продажах по телефону и понимаете основы интернет-маркетинга.. Наш успешный сотрудник: обучаем; гибок и адаптивен; коммуникабелен; умеет работать в команде. Вам предстоит: звонить клиентам из базы и привлекать новых клиентов (холодные продажи по целевой базе); помогать клиентам осваивать новые продукты и инструменты; выполнять план продаж; вести отчётность о работе, фиксировать результаты общения с клиентами в системе. Для работы вам потребуется: компьютер или ноутбук; высокоскоростной и устойчивый интернет; гарнитура; спокойное место без шума. Условия: официальное оформление по ТК РФ; сдельно-премиальная оплата труда; работа в максимально комфортных условиях — в любом городе и прямо из дома; гибкий рабочий график: по будням четыре часа подряд в промежутке с 09:00 до 18:00 по московскому времени. ",не указано,1–3 года,Менеджер по продажам В2В для Яндекс.Директа,,60000.0,25000.0,удаленная работа,,Частичная занятость,https://tyumen.hh.ru/vacancy/38491246,25
344,Челябинск,Бигранта,не указаны,12 октября 2020," Задача менеджера активных продаж (работа в формате home-office): • проводить презентацию наших продуктов по телефону по назначенным заранее встречам от телемаркетологов; • консультировать клиентов с рабочего места в онлайн-формате, продавать IT продукты, оформлять сделки по договорам. Мы предлагаем: • Гарантированный доход + премиальное вознаграждение. • Обучение и практическая подготовка к активной профессиональной работе с нашим бизнес-тренером. • Финансовую стабильность с федеральной компанией! • Удобный график 5/2, с 08:30 до 17:15; • Обязательное Трудоустройство по ТК РФ. • Оргтехническое оснащение рабочего места. • Творческий и Доброжелательный Дружелюбный коллектив. • Помощь наставника в подготовке к активной работе. • Интеллектуальный продукт, который сделает вашу работу – доходной. • Корпоративные тренинги в офисе компании с предоставлением жилья. • Праздничные корпоративы, поздравительные подарки ко Дню рождения сотрудников. Наши пожелания. Если вы: • самостоятельны, самодостаточны и прагматичны; • не боитесь общаться по телефону; • легко находите общий язык с людьми; • знаете стандартные навыки пользование компьютером; Если вы готовы к воплощению своей мечты, ждем откликов на эту вакансию. ",не указано,не требуется,Менеджер активных продаж (удаленно),,86130.4,34727.3,удаленная работа,"Активные продажи,Холодные продажи,Тренинги,Обучение персонала,Телефонные переговоры",Полная занятость,https://tyumen.hh.ru/vacancy/39576611,17
345,Магнитогорск,Яндекс,не указаны,4 октября 2020," Яндекс — крупнейшая поисковая система и IT-компания, разрабатывающая сервисы и инструменты для пользы людей. В текущей ситуации для многих актуален поиск работы, в котором помогает наш сервис Яндекс.Таланты. Мы ищем менеджера, который познакомит бизнес с сервисом и откроет ему все возможности и плюсы сервиса. Мы готовы предоставить вам свободный выбор места и времени работы. Если вы разделяете наши взгляды, то мы будем рады вам в нашей команде! Мы ждём, что вы: очень внимательны и усидчивы; умеете выстраивать тёплый диалог по телефону и не боитесь общаться с малознакомыми людьми; не любите додумывать за собеседника и вместо этого предпочитаете задавать вопросы; умеете самостоятельно и организованно выстраивать расписание рабочего дня; занимались холодными продажами по телефону. Наш успешный сотрудник: обучаем; гибок и адаптивен; коммуникабелен; умеет работать в команде. Вам предстоит: звонить клиентам из базы и привлекать новых клиентов (холодные продажи по целевой базе); помогать клиентам осваивать новые продукты и инструменты; выполнять план продаж; вести отчётность о работе, фиксировать результаты общения с клиентами в системе. Для работы вам потребуется: компьютер или ноутбук; высокоскоростной и устойчивый интернет; гарнитура; спокойное место без шума. Условия: официальное оформление по ТК РФ; сдельно-премиальная оплата труда; работа в максимально комфортных условиях — в любом городе и прямо из дома; гибкий рабочий график: по будням четыре часа подряд в промежутке с 09:00 до 18:00 по московскому времени. ",не указано,1–3 года,Менеджер по продажам В2В для Яндекс.Талантов,,61500.0,20000.0,удаленная работа,,Частичная занятость,https://tyumen.hh.ru/vacancy/38490885,25
351,Челябинск,Современные Цифровые Технологии,не указаны,22 сентября 2020," Обязанности: Мониторинг сетевого оборудования через специальное ПО Удаленная диагностика оборудования Составление заявок для отдела технической поддержки, отработка заявок по дефектному оборудованию совместно с техническим отделом Контроль установки/снятия оборудования Учёт оборудования Настройка оборудования Требования: Базовые знания структуры сетей Базовое знание Linux Опытный пользователь ПК Знание офисных программ (Google Tables, Docs) Условия: Удаленная работа График 2/2, с 10 до 22 ",не указано,не требуется,Менеджер технического отдела,,86130.4,25000.0,сменный график,"Linux,Настройка сетевых подключений,Настройка ПК,Google Docs,Windows Os,Пользователь ПК",Полная занятость,https://tyumen.hh.ru/vacancy/39379592,37
353,Челябинск,Диджитал,"График работы 5/2 с 09:30 до 18.30; час перерыв на обед.,Стабильная заработная плата и прозрачная мотивация. Средний совокупный доход составит от 35 000 руб. до 70 000 руб.,Постоянное обучение продажам, переговорам, закрытию сделок с опытным наставником, всесторонняя поддержка.,Работа в современном комфортном офисе, без выездов и командировок.",13 октября 2020," Вакансия партнера! FarmaLand FarmaLend - технологичная компания, объединяющая достижения высоких технологий и маркетинга на фармацевтическом рынке Наша миссия - трансформировать фармацевтический рынок с помощью передовых цифровых технологий и digital-маркетинга Наши продукты: <ol> Цифровая платформа для медицинских работников - социальная сеть, информационный портал и закрытая коммуникационная платформа. Система лояльности для фармацевтических компаний. Партнерская программа для медицинских работников. </ol> У Вас есть прекрасная возможность построить карьеру в инновационной компании фармацевтического рынка. В своих рядах мы хотим видеть людей, нацеленных прежде всего на результат! Готовы рассматривать кандидатов с минимальным опытом работы, но с большим желанием и высоким уровнем ответственности и дисциплинированности. Для новых сотрудников предусмотрена программа обучения! Обязанности : Прием и обработка входящих звонков и заявок; Консультирование клиентов по товарам и услугам интернет-магазина; Подбор и продажа нужного клиенту товара; Оформление заказов в 1С; Требования к кандидату : Желание и умение продавать - обязательное условие! Опыт в телефонных продажах (будет Вашим преимуществом); Грамотная речь, ответственность и внимательность; Клиентоориентированность, вежливость; Условия : График работы 5/2 с 09:30 до 18.30; час перерыв на обед. Стабильная заработная плата и прозрачная мотивация. Средний совокупный доход составит от 35 000 руб. до 70 000 руб. Постоянное обучение продажам, переговорам, закрытию сделок с опытным наставником, всесторонняя поддержка. Работа в современном комфортном офисе, без выездов и командировок. ","Прием и обработка,входящих звонков и заявок;,Консультирование клиентов по товарам и услугам интернет-магазина;,Подбор и продажа нужного клиенту товара;,Оформление заказов в 1С;",не требуется,Оператор интернет-магазина/ Менеджер по продажам,"Желание и умение продавать - обязательное условие!,Опыт в телефонных продажах (будет Вашим преимуществом);,Грамотная речь, ответственность и внимательность;,Клиентоориентированность, вежливость;",70000.0,35000.0,полный день,"Холодные продажи,Активные продажи,Проведение презентаций,Ведение переговоров,Прямые продажи,Клиентоориентированность,Консультативные продажи",Полная занятость,https://tyumen.hh.ru/vacancy/39258879,16
354,Магнитогорск,Билайн ШПД,не указаны,11 октября 2020," В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду. Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики. Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам. * Оформление – в компании ООО ""Анкор кадровые решения"", но ты будешь работать в команде профессионалов Билайн. Если ты быстро учишься и хочешь построить карьеру в яркой компании – присоединяйся! Что ты будешь делать: Продавать услуги проводного доступа в интернет и цифрового телевидения одной из самых крупных телекоммуникационных компаний России. Заводить заявки на проведение интернет. Всю работу ты будешь осуществлять уже по существующей клиентской базе. Мы ставим перед собой реальные цели, и ты можешь помочь нам их достичь! Ты в нашей команде, если ты: Коммуникабельный и жизнерадостный, любишь продажи и планируешь развиваться в этой сфере; Обладаешь грамотной речью и сможешь любому клиенту объяснить преимущества продаваемого тарифа; Имеешь компьютер или ноутбук, стабильно работающий интернет от 10 мб/сек, гарнитуру с микрофоном и тихое помещение. Взамен мы предлагаем: Полностью официальную, стабильно выплачиваемую заработную плату; Официальное оформление по договору ГПХ*; Гибкий график, при котором ты можешь выбрать удобные для тебя смены (с 10:00 до 14:00, с 13:30 до 17:30, с 17:00 до 21:00) Работа в любой точке мира, где есть доступ в Интернет; Перспективу развития и роста в телекоммуникационной компании. *Работодателем является ООО «Анкор кадровые решения» #яработаювбилайн #хочувбилайн #followbeeline ",не указано,не требуется,Менеджер по продажам на телефоне,,61500.0,20000.0,удаленная работа,,Частичная занятость,https://tyumen.hh.ru/vacancy/29513871,18
356,Челябинск,Skyeng,не указаны,1 октября 2020," Мы — Skyeng — крупнейшая онлайн-школа английского языка в восточной Европе. Наша миссия — помочь людям, наконец, выучить английский. Но даже в Skyeng есть ученики, которым не хватило азарта и мотивации продолжать учиться. Сам же знаешь - эти вечные отговорки и “потом, потом, потом”. Если ты уверен, что сможешь вернуть этим ребятам тягу к знаниям и покажешь, что при желании твердый гранит науки рассыпается как песок — скорее к нам на позицию Awake-manager. Ты нам точно не подходишь, если: считаешь, что удалённая работа легче офисной, и график будет таким, какой ты захочешь; собираешься совмещать эту должность с другой работой или учёбой; у тебя совсем нет опыта продаж. Хотя бы три года. Ну ладно, два; не умеешь и не любишь много общаться по телефону; ты интроверт. Даже наполовину. Ты отличный кандидат, если: у тебя есть успешный опыт активных продаж; у тебя безупречно грамотная речь; умеешь убеждать, интеллигентно и грамотно доносить свою точку зрения; уверенно пользуешься компьютером хотя бы на уровне продвинутого юзера; десятки звонков в день для тебя ерунда, главное добиться цели. Жди от нас: Оклад 20 000 рублей и премия до 20 000 рублей. Премия зависит от того, сколько учеников вернутся к занятиям; постоянное обучение и совершенствование навыков; возможность быстрого роста (все зависит от тебя, конечно же); ежегодный оплачиваемый отпуск. Твои обязанности: обзвон готовой базы учеников, которые когда-то занимались в нашей школе; обзвон учеников с нулевым балансом; соблюдать бизнес-процессы компании, работать в CRM-системе и вести отчётность. ",не указано,1–3 года,Менеджер по сопровождению/Awake-менеджер,,40000.0,20000.0,удаленная работа,"Активные продажи,Английский язык,Грамотная речь,CRM,Телефонные переговоры,Сопровождение клиентов",Полная занятость,https://tyumen.hh.ru/vacancy/39574982,28
357,Челябинск,imkosmetik,не указаны,15 октября 2020," imkosmetik – интернет-магазин и розничная сеть профессиональной косметики. Нам доверяют больше 100 000 клиентов. Сейчас мы находимся в поисках продакт менеджера, который займется модернизацией существующего интернет-магазина и сделает его еще более эффективным для бизнеса и привлекательным для клиента. В нашей компании продакт - это одна из ключевых позиций в команде-профессионалов. Для реализации самых амбициозных гипотез есть крутая команда: web-разработчики, интернет-маркетолог, UX-дизайнер, веб-аналитик, контент-продюсер с командой дизайнеров, маркетологи-аналитики, smm-менеджеры, копирайтеры, контент-менеджеры, CRM маркетолог, а также, команда категорийных менеджеров и многие другие. Вас ждет участие в большом проекте с серьезным трафиком, командой профессионалов, возможностью глубоко погружаться в задачи. Вы будете расти максимально быстро. imkosmetik помогает каждому стать идеальным бьютимейкером. Для этого мы вместе с клиентом создаём ""мир imkosmetik"". Это экосистема сервисов, полезных каждый день: образование, общение, эмоции, вдохновение, развлечение, развитие и самовыражение. Мы амбициозны и не останавливаемся на достигнутом: стабильно растет ежегодный оборот imkosmetik, количество сотрудников постоянно увеличивается. Чем именно предстоит заниматься? Управлять стратегией развития сайта, создавать новый функционал и улучшать существующие части продукта. Работать над повышением конверсии и среднего чека. Проводить исследования рынка, конкурентов. Формулировать гипотезы роста совместно с командой. Искать точки роста в продукте с целью повышения конверсии и продаж. Любим и используем Growth hacking. Управлять бэклогом продукта. Работать с клиентами: обратная связь, интервью, исследования в фокус-группах. Много и тщательно анализировать эффективность тестируемых гипотез, работать с метриками. Проводить UX-тестирования и прототипирование, А/Б тесты, делать выводы на их основе. Взаимодействовать с разработчиками, дизайнерами, маркетингом и SMM. Что мы предлагаем? - возможность реализовать свои профессиональные амбиции и самые смелые идеи в направлении digital, e-commerce; - полный день, без возможности совмещения. Мы отлично перестроились под формат удаленной работы. Поэтому вы сами выбираете пространство для работы: комфортный офис, домашний диван или любимая кофейня; - работа в инновационной компании. Интересные проекты со сложными профессиональными задачами; - правильная среда для развития: и даже, если вы - опытный специалист, вам всегда будет чему поучиться у коллег, для которых ценность в познании нового; - классная команда с “плоской” (да-да, у нас нет начальников) системой управления - диалог вместо иерархии; - возможность влиять на бизнес-процессы и результат; - заработная плата обсуждается на собеседовании и зависит от ваших скиллов и мотивации; - отдельный 5-ти этажный офис в районе Теплотеха, корпоративная парковка; - официальное трудоустройство с первого дня; - компенсация во время отпуска или больничного в полном объеме. Бонусы - гибкий график. Большая часть команды обычно начинает день до 11 утра; - обучение за счёт компании, для нас важно стремление постоянно учиться, читать блоги и порталы, посещать профессиональные курсы и конференции; - доступ к электронной библиотеке, где собрано более 100 книг; - есть отдельная кухня со всей необходимой бытовой техникой, если у вас свое меню; - у нас классные корпоративы, подарки на дни рождения и даже гамак; Что мы ждём от вас? Мы готовы к тому, что у вас есть серьезный опыт только в одной из областей знаний, как веб-разработчик, digital маркетолог, аналитик», UX дизайнер. Вам тесно в одном направлении и вы стремитесь развиваться. Идеально - опыт продакт-менеджером, менеджером проектов в ecommerce или аналогичном рынке. Смелость. Откликайтесь, наверняка общение будет полезным и вам и нам. Результативный опыт развития интернет-продуктов на B2C рынке. Опыт работы с мобильным трафиком. Желание и готовность брать ответственность за продукт, любовь к сложным задачам. Умение работать с воронками продаж и growth воронкой. Понимание как разрабатывают веб проекты, интернет-маркетинга, принципов построения пользовательских интерфейсов и UX. Эмпатия, желание работать с клиентами и делать продукт для них. Навыки планирования и проведения A/B тестов и других экспериментов. Итеративный data-driven подход к делу (гипотеза—валидация—аналитика). Систематизация данных, умение лаконично и наглядно показать свои выводы. Умение обсуждать задачи с разработчиками так, чтобы у них по итогу было минимум вопросов. Умение правильно приоритизировать задачи для достижения максимального бизнес-эффекта в кратчайшие сроки. Системное и критическое мышление, высокие аналитические способности, умение делать выводы на основе данных. Внимание к деталям и высокий уровень самодисциплины и ответственности. Наш человек - отлично понимает цели нашего бизнеса и управляет цепочкой работ для достижения этих целей. Он самостоятелен, ориентирован на результаты и активно обучается. Готов постоянно взаимодействовать с командой, непрерывно улучшать пространство совместной работы. Формулирует свои идеи в виде измеримых гипотез и готов презентовать их перед командой, чтобы выбрать лучшие. Мы постарались написать нешаблонный текст вакансии, чтобы вам было удобнее при выборе места, куда отправить свой отклик, и мы будем рады, если вы напишете нешаблонное сопроводительное письмо. ",не указано,1–3 года,Продакт менеджер (Product manager) e-commerce,,150000.0,80000.0,полный день,"Маркетинговые коммуникации,Управление лояльностью потребителей,Разработка технических заданий,Internet Marketing,Маркетинговый анализ,Аналитические исследования,Аналитическое мышление,Постановка задач разработчикам,Управление временем,Системный анализ,Ориентация на результат,Креативность,UX,UI,Веб-аналитика,Проектирование пользовательских интерфейсов,Управление интернет-проектами,WEB аналитика,Управление продуктом,Управление проектами,Работа в команде",Полная занятость,https://tyumen.hh.ru/vacancy/39844321,14
