,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url,count_day
635,"Челябинск, Радонежская улица, 5",Винная группа Ариант,не указаны,15 октября 2020," Центр Пищевой Индустрии «Ариант» (ЦПИ «Ариант»), основанный в 1995 году, входит в состав винного холдинга «Ариант» В ассортименте вин, производимых ЦПИ «Ариант» – полусладкие, сухие, крепленые, игристые и шампанские вина, а также коньяки, винные напитки, сидр, минеральная и сладкая вода Высокотехнологичное оборудование, профессионализм персонала и верность традициям российского виноделия гарантируют безупречное качество продукции, выпускаемой под торговой маркой «Ариант». Рабочее место находится в г.Челябинск Обязанности: Создание и доработка сайтов холдинга; Помощь в наполнении сайтов, обучение персонала; Участие в разработке мобильного приложения; Настройка и оптимизация работы веб - сервисов; Взаимодействие с компаниями-контрагентами: составление инструкций, технических заданий, контроль их выполнения, оформление документации; Подготовка отчетов. Требования: Высшее образование (желательно в IT-сфере); Опыт работы в аналогичной должности; Умение писать чистый понятный код с комментариями; Умение работать с чужим кодом; Опыт работы с системами контроля версий; Умение анализировать программные продукты, определять наиболее подходящий; Знание современных веб-технологий. Навыки работы в Yii2, Drupal, 1С-Битрикс, HTML, CSS, PHP, MySQL, Git, Debian, jQuery, JavaScript. Плюсом будет опыт в Less, SCSS, Bootstrap 4, SOAP, REST API, Sphinx. Условия: Работа в крупном, развивающемся холдинге Официальное трудоустройство; Пятидневная рабочая неделя с 8.00 до 17.00; Доставка служебным транспортом; Льготное питание. ","Создание и доработка сайтов холдинга;,Помощь в наполнении сайтов, обучение персонала;,Участие в разработке мобильного приложения;,Настройка и оптимизация работы веб - сервисов;,Взаимодействие с компаниями-контрагентами: составление инструкций, технических заданий, контроль их выполнения, оформление документации;,Подготовка отчетов.",3–6 лет,Web-разработчик,,,,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/36006649,14
648,Челябинск,UNIT6,не указаны,8 октября 2020," Рассматриваем кандидатов с разным уровнем опыта. Младшим специалистам предлагаем возможность быстро получить востребованный опыт, Старшим предлагаем интересные задачи в проектах Федерального и Мирового уровня. Ищем людей, которые любят разработку и хотят работать над проектом, в котором будут новые вызовы, нетривиальные задачи и возможности для развития. Мы не делаем веб-сайты, мы делаем интернет-продукты — интернет-банки, онлайн-сервисы для пользователей крупных компаний, сложные (но удобные) интерфейсы, и другие интересные вещи. Мы почти никогда не делаем разовые проекты, все наши проекты живут и развиваются, учитывают опыт своих пользователей, следят за новыми тенденциями в дизайне и проектировании. Сотрудники могут выбрать, на какой технике они хотят работать. Зарплату платим вовремя, оформляем все официально. Стек технологий зависит от проекта, но, если в кратце, то обычно от кандидатов на фронтенд-разработчика мы ожидаем: Опыт с React Опыт работы с Gulp/Grunt/Webpack/SASS/LESS Опыт с Git с merge/pull-request Понимание работы веб-инфраструктуры и HTTP-протокола Коммуникабельность, внимательность и ответственность за результат Готовность учиться и развиваться От старших разработчиков мы ожидаем: Опыт работы над ответственными частями проекта и решения нестандартных задач Опыт проектирования крупных систем или их модулей Умение разобраться с уже существующей архитектурой и планировать её развитие Навык объяснить, зачем и почему внедряется или выбирается то или иное решение Что предстоит делать: Разрабатывать новые интернет-решения Проверять работу на современных браузерах (обычно мы поддерживаем последние 2 версии) Работать в большой команде, бок-о-бок со всеми участниками проекта (другие разработчики, тестировщики, аналитики, дизайнеры, продакт-оунеры и саппорт) В зависимости от проекта могут быть еще дополнительные штуки, которые мы расскажем уже на собеседовании А еще у нас хороший и дружный коллектив, уютный офис с кофемашиной, печенками, фруктами и гироскутером. Мы проводим митапы разработчиков в Челябинске и организуем крупнейшую Челябинскую конференцию разработчиков UWDC. Уровень зарплаты готовы обсуждать с успешными кандидатами. Удаленных сотрудников сейчас не рассматриваем. ",не указано,3–6 лет,Frontend (React) разработчик,,92142.9,62678.6,полный день,"HTML5,CSS3,JavaScript,Git,Less,Sass,Webpack,HTTP,React",Полная занятость,https://tyumen.hh.ru/vacancy/38559281,21
667,Магнитогорск,Uralmedias,"профессиональное обучение;,официальное оформление;,з/п обсуждается на собеседовании;,график работы 5/2, (9:00-18:00);,офис компании находится на ул. Завенягина",24 сентября 2020," Uralmedias - это креативное digital-агентство полного цикла, занимающееся разработкой фирменных сайтов, брендингом, развитием и продвижением проектов в digital-пространстве. Требования: Опыт Backend-разработки на PHP Опыт проектирования баз данных (MySQL) Базовые навыки верстки (HTML5, CSS3) Умение грамотно излагать мысли - письменно и устно Желательно: Знание ООП Опыт работы с 1С-Битрикс Опыт работы с MODX Знание JavaScript на базовом уровне Условия: профессиональное обучение; официальное оформление; з/п обсуждается на собеседовании; график работы 5/2, (9:00-18:00); офис компании находится на ул. Завенягина ",не указано,1–3 года,PHP Developer/Веб-программист junior,"Опыт Backend-разработки на PHP,Опыт проектирования баз данных (MySQL),Базовые навыки верстки (HTML5, CSS3),Умение грамотно излагать мысли - письменно и устно",35000.0,25000.0,полный день,"MySQL,ООП,PHP,1С-Битрикс,HTML5,CSS3,Linux,SQL",Полная занятость,https://tyumen.hh.ru/vacancy/39419793,35
691,Челябинск,Tian Group,не указаны,8 октября 2020," Обязанности: Создание веб-сайтов на системах: 1C-Битрикс, NetCat, собственный фреймворк. Поддержка существующих и контроль качества вновь создаваемых веб-сайтов. Взаимодействие с отделом разработки, отделом рекламы и отделом продаж. Требования: Знания PHP, xHTML, CSS, JavaScript, mySQL, библиотек и фреймворков. Опыт веб-разработок от 1-го года. Уметь работать в команде, быстро и продуктивно. Уметь самостоятельно находить решение задач, с которыми ранее не приходилось сталкиваться. Условия: Работа в офисе в Челябинске (возможен удаленный режим работы). Официальное оформление, рабочее место, оборудовано в соответствии с трудовым кодексом. Уникальный опыт работы в профессиональной команде. Возможность постоянного повышения собственной квалификации, уровня знаний. Режим работы 5 дней в неделю с 09-00 до 18-00. ",не указано,1–3 года,Веб-программист,,92142.9,45000.0,гибкий график,"1С-Битрикс,PHP,HTML,JavaScript,CSS,MySQL",Полная занятость,https://tyumen.hh.ru/vacancy/37434517,21
737,Магнитогорск,Компас Плюс,"Официальный ежемесячный доход с перспективой роста;,Оформление согласно ТК РФ;,Социальный пакет, дотация на питание, поддержка семей;,Широкие возможности карьерного роста;,Дружный коллектив и профессиональное окружение;,Академия обучения;,Комфортный офис в центре города, современное оснащение рабочих мест;,Agile-холлы;,Корпоративная база отдыха,,и многое другое.",5 октября 2020," Обязанности: Разработка приложений и сервисов на основе языка JavaScript; Оптимизация и доработка существующих приложений и сервисов; Участие в разработке технических спецификаций программных подсистем и протоколов; Проектирование и разработка ПО, согласно утвержденным техническим заданиям; Тестирование разработанных программных компонентов; Сопровождении разработанных программных компонентов, учет требований совместимости и версионности; Участие в разработке пользовательской документации. Требования: Высшее образование (IT/техническое); Знание платформы Node.js; Опыт создания REST API сервисов; Опыт рефакторинга чужого кода; Опыт написания unit-тестов; Опыт программирования на JavaScript от 2 лет; Навыки проектирования и имплементации адаптивного дизайна; Навыки работы в команде; Владение английским языком (чтение технических спецификаций, письменное общение). Готовность к интенсивному обучению и выездным спринт-сессиям. Условия: Официальный ежемесячный доход с перспективой роста; Оформление согласно ТК РФ; Социальный пакет, дотация на питание, поддержка семей; Широкие возможности карьерного роста; Дружный коллектив и профессиональное окружение; Академия обучения; Комфортный офис в центре города, современное оснащение рабочих мест; Agile-холлы; Корпоративная база отдыха, и многое другое. ","Разработка приложений и сервисов на основе языка JavaScript;,Оптимизация и доработка существующих приложений и сервисов;,Участие в разработке технических спецификаций программных подсистем и протоколов;,Проектирование и разработка ПО, согласно утвержденным техническим заданиям;,Тестирование разработанных программных компонентов;,Сопровождении разработанных программных компонентов, учет требований совместимости и версионности;,Участие в разработке пользовательской документации.",1–3 года,Web-разработчик,"Высшее образование (IT/техническое);,Знание платформы Node.js;,Опыт создания REST API сервисов;,Опыт рефакторинга чужого кода;,Опыт написания unit-тестов;,Опыт программирования на JavaScript от 2 лет;,Навыки проектирования и имплементации адаптивного дизайна;,Навыки работы в команде;,Владение английским языком (чтение технических спецификаций, письменное общение).,Готовность к интенсивному обучению и выездным спринт-сессиям.",61250.0,39166.7,полный день,"Английский язык,JavaScript,Node.js",Полная занятость,https://tyumen.hh.ru/vacancy/39632062,24
753,Челябинск,SaitCraft,не указаны,13 октября 2020," Привет! Мы - агентство Digital маркетинга полного цикла. В нашей дружной и молодой команде открывается вакансия full-stack разработчика. Задача - разработка и доработка корпоративных сайтов. Рассматриваем кандидатов для работы в офисе на полный день. Фриланс запрещен. Чем предстоит заниматься: Разрабатывать новые сайты под ключ на CMS Bitrix, NetCat. Поддерживать существующие проекты на CMS Joomla, NetCat, Bitrix, WordPress. Базовые требования к навыкам: 1. Отличное знание языка разметки HTML5, языка стилей CSS3. 2. Хорошее знание языков JavaScript (ECMAScript 5) и PHP (5.4+, 7). 3. Хорошее знание CMS NetCat, Bitrix. 4. Опыт работы с СУБД MySQL (5), базовое знание языка запросов SQL. 5. Базовое знание фреймворков jQuery, Bootstrap 4 (в частности, сетка). 6. Умение верстать адаптивные сайты с поддержкой кроссбраузерности (Google Chrome, Mozilla Firefox, Safari, Internet Explorer 11, Microsoft Edge). Знание CMS Joomla, WordPress и опыт работы с Apache HTTP Server приветствуется. О команде разработки: На текущий момент в команде есть дизайнер, два разработчика, два контент-менеджера, руководитель. Мы готовы предложить: - Много интересных задач; - работа с 09 до 18 пять дней в неделю; - Просторный и уютный офис в районе Тополиной Аллеи; - Регулярная индексация заработной платы; - Обучение за счет компании; - Корпоративы и прочие приятные традиции в команде; Про зарплату: Уровень заработной платы напрямую зависит от твоего опыта и результатов. ",не указано,1–3 года,Web-программист,,60000.0,30000.0,полный день,"JavaScript,CSS,HTML,Joomla CMS,MySQL,Bootstrap,Веб-программирование,PHP",Полная занятость,https://tyumen.hh.ru/vacancy/39779989,16
756,Магнитогорск,Компас Плюс,не указаны,5 октября 2020," Обязанности: Разработка, доработка и интеграция корпоративных информационных систем; Разработка web-сайтов; Разработка и актуализация документации, инструкций. Требования: Хорошее знание JavaScript, TypeScript; Опыт работы с React; Адаптивная верстка (HTML5 и CSS3); Умение настраивать окружение и сборку проектов (Webpack, Gulp, NPM Scripts); Опыт написания тестов; Опыт работы c XML, JSON, REST API; Способность и желание обучаться. Будет плюсом: Опыт работы с реляционными и NoSQL БД; Уровень английского B1 или выше; Опыт работы с MS Dynamics. Мы предлагаем: Официальный ежемесячный доход с перспективой роста (уровень дохода обсуждается индивидуально на собеседовании); Оформление согласно ТК РФ; Социальный пакет, дотация на питание, поддержка молодых семей; Широкие возможности карьерного роста; Дружный коллектив и профессиональное окружение; Система наставничества; Академия обучения; Комфортный офис в центре города, современное оснащение рабочих мест; Agile-холлы; Корпоративная база отдыха, и многое другое. ","Разработка, доработка и интеграция корпоративных информационных систем;,Разработка web-сайтов;,Разработка и актуализация документации, инструкций.",1–3 года,Frontend-разработчик,"Хорошее знание JavaScript, TypeScript;,Опыт работы с React;,Адаптивная верстка (HTML5 и CSS3);,Умение настраивать окружение и сборку проектов (Webpack, Gulp, NPM Scripts);,Опыт написания тестов;,Опыт работы c XML, JSON, REST API;,Способность и желание обучаться.",61250.0,39166.7,полный день,"JavaScript,HTML5,CSS3,XML",Полная занятость,https://tyumen.hh.ru/vacancy/39632093,24
778,Челябинск,Некстайп,не указаны,15 октября 2020," Кто мы: Мы небольшая, но крутая и активно развивающаяся веб-студия. Существуем на рынке 10 лет. Занимаемся автоматизацией бизнеса внедряем Битрикс24 и amoCRM, наша главная специализация система управления 1С-Битрикс. Мы разрабатываем готовые решения, которые успешно продаются по РФ и во всем СНГ. Мы масштабируемся в связи с этим готовы взять в команду HTML-верстальщика. Что мы предлагаем: <ol> Работу с действительно интересными и высоко нагруженными проектами. </ol> Мы занимаемся разработкой собственных проектов таких как: Некстайп: Прайм; Некстайп: Магнит; Разработка сайтов с нуля. Разработка индивидуальных обменов с 1С. Вам необходимо будет работать со следующим функционалом: Кроссбраузерная и адаптивная верстка макетов (Photoshop и Figma) Адаптация готовой верстки сайта под мобильные устройства Написание JS скриптов средней сложности как с использованием фреймворков, так и нативного языка 2. Комфортные условия труда. У нас большой, светлый офис в центре города. Рабочее место комфортное, мы не посадим разработчиков рядом с менеджерами по продажам. В офисе есть удобная кухня, где вы можете пообедать, выпить кофе с печеньем и расслабиться. У нас разноплановый коллектив, каждый найдет в нем что-то свое, у наших коллег много увлечений помимо работы, например, велопрогулки после рабочего дня, кто-то увлекается суккулентами, а для кого-то программирование-это и есть хобби. Мы соблюдаем трудовое законодательство и считаем это в порядке вещей. 3. Обучение и развитие. Мы ценим наших сотрудников, особенно, если вы настроены на развитие. С нашей стороны мы предоставляем корпоративную библиотеку для изучения новой информации. Мы готовы помогать вам в развитии. Самое главное желание от вас- стремиться к обучению и не бояться сложностей. Что важно уметь: Hard-skills: Умение работать в git Использовать препроцессоры (less) Кроссбраузерность (IE &gt; 10, Edge, Chrome, Firefox, Safari) Умение разбираться в верстке, написанной другими Вся верстка на flex Базовые знания PHP для решения простых задач натягивания верстки Бонусом будет: Опыт работы с Vue.js Если ваш уровень знаний не дотягивает, но вы хотите вырасти профессионально — откликайтесь тоже, мы рассматриваем всех кандидатов. Важно, готовность выполнить простое тестовое задание. ",не указано,1–3 года,HTML-верстальщик,,55000.0,30000.0,полный день,"Git,HTML,PHP,1С-Битрикс,Кроссбраузерная верстка,Веб-программирование,Adobe Acrobat",Полная занятость,https://tyumen.hh.ru/vacancy/38358892,14
797,Магнитогорск,MEDODS,не указаны,14 октября 2020," Компания «MEDODS» входит в ТОП-3 компаний, разрабатывающих собственную CRM/EPR систему для медицинских клиник в России и странах СНГ. Мы основаны и находимся в городе Магнитогорск. Молодая команда и дружелюбный коллектив создают действительно полезный и востребованный продукт, которым пользуются уже более 500 медицинских клиник от Владивостока до Калининграда. Приложение построено на микросервисной архитектуре, в которой используются такие технологии как: Node.js (Koa 2), Golang, Ruby (Ruby on Rails) PostgreSQL, MongoDB, Redis Apache Kafka, WebSockets, JWT, Netflix Zuul Docker, Kubernetes Стек используемых технологий, позволяет вырасти в профессионального и востребованного на рынке труда Backend разработчика. В чем заключается работа? Backend разработка совместно с командой. Каковы наши пожелания к Вам? У вас есть высшее техническое образование или вы студент последних курсов. Вы пробовали что-то писать на любом языке программирования и вам это понравилось. У вас есть большое желание стать разработчиком. Вы способны самостоятельно находить решение поставленных задач. При этом мы готовы рассмотреть вашу кандидатуру, даже если у вас нет опыта коммерческой разработки , но есть голова на плечах и большое желание стать разработчиком. Почему Вам в нашей команде будет хорошо? У вас будет возможность развивать проект федерального масштаба, создавать продукт за который действительно не стыдно. Работа с современным стеком технологий веб-разработки, позволит вам стать и оставаться востребованным разработчиком. Вы будете получать достойную заработную плату и регулярный ее пересмотр по мере роста квалификации. Все это происходит в уютном офисе в лучшем бизнес-центре города. ( Также рассматриваем кандидатов на удаленную работу. ) У нас лояльное, открытое руководство и комфортная атмосфера. ",не указано,не требуется,Junior Backend Developer,,61250.0,30000.0,удаленная работа,"Ruby On Rails,JavaScript,Git,Ruby,PostgreSQL,Node.js,Golang,Apache Kafka,WebSockets,ООП,Microservices",Полная занятость,https://tyumen.hh.ru/vacancy/39514752,15
799,Челябинск,Интернет-агентство Dextra,"Официальное трудоустройство,,Возможность довольно гибкого графика,,Комфортабельный офис в центре с остановками и парковкой,,Возможен рост заработной платы в зависимости от опыта и компетенции.",24 сентября 2020," Прежде всего хочется чтобы верстальщик хорошо знал кроссбраузерную верстку, и умел писать аккуратный структурированный код с комментария. ОПЫТ РАБОТЫ от 2 лет. Обязательно знание Javascript, библиотек и фреймворков. Знания графических редакторов на уровне «порезать шаблон». Обязанности : Верстать адаптивные макеты (и уметь адаптировать не адаптивные). Помнить про кроссбраузерность (Progressive Enhancement, Graceful Degradation). Работать с макетами (Photoshop обязательный, Illustrator, Sketch будет только плюсом). Разрабатывать JS различной сложности (в основном не очень сложные, но если вы разбираетесь, как там внутри все устроено, знаете, что как реализуется прототипное наследование, то это тоже будет только плюсом). Интерактив и анимация элементов интерфейсов. Требования: Опыт работы, портфолио. Хорошие знания HTML5, CSS3. Владение JavaScript, опыт использования jQuery плагинов (а если будет и опыт написания, то еще лучше). Опыт применения препроцессоров (Stylus, Less, Sass) будет только плюсом. Знакомство с Gulp, PostCSS и другими современными технологиями также пойдет вам в плюс. Опыт работы в инфраструктуре компании: контроль версий (git). Условия работы: Официальное трудоустройство, Возможность довольно гибкого графика, Комфортабельный офис в центре с остановками и парковкой, Возможен рост заработной платы в зависимости от опыта и компетенции. ","Верстать адаптивные макеты (и уметь адаптировать не адаптивные).,Помнить про кроссбраузерность (Progressive Enhancement, Graceful Degradation).,Работать с макетами (Photoshop обязательный, Illustrator, Sketch будет только плюсом).,Разрабатывать JS различной сложности (в основном не очень сложные, но если вы разбираетесь, как там внутри все устроено, знаете, что как реализуется прототипное наследование, то это тоже будет только плюсом).,Интерактив и анимация элементов интерфейсов.",3–6 лет,HTML-верстальщик/front-end разработчик,"Опыт работы, портфолио.,Хорошие знания HTML5, CSS3.,Владение JavaScript, опыт использования jQuery плагинов (а если будет и опыт написания, то еще лучше).,Опыт применения препроцессоров (Stylus, Less, Sass) будет только плюсом.,Знакомство с Gulp, PostCSS и другими современными технологиями также пойдет вам в плюс.,Опыт работы в инфраструктуре компании: контроль версий (git).",70000.0,50000.0,полный день,"HTML,CSS,HTML5,CSS3,Bootstrap,Git,Java",Полная занятость,https://tyumen.hh.ru/vacancy/39440660,35
811,Челябинск,SaitCraft,не указаны,13 октября 2020," Привет! Мы - агентство Digital маркетинга полного цикла. В нашей дружной и молодой команде открывается вакансия full-stack разработчика. Задача - разработка и доработка корпоративных сайтов. Рассматриваем кандидатов для работы удаленно. Фриланс запрещен. Работа с 09 до 18 по Челябинскому времени (мск + 2). Чем предстоит заниматься: Разрабатывать новые сайты под ключ на CMS Bitrix, NetCat. Поддерживать существующие проекты на CMS Joomla, NetCat, Bitrix, WordPress. Базовые требования к навыкам: 1. Отличное знание языка разметки HTML5, языка стилей CSS3. 2. Хорошее знание языков JavaScript (ECMAScript 5) и PHP (5.4+, 7). 3. Хорошее знание CMS NetCat, Bitrix. 4. Опыт работы с СУБД MySQL (5), базовое знание языка запросов SQL. 5. Базовое знание фреймворков jQuery, Bootstrap 4 (в частности, сетка). 6. Умение верстать адаптивные сайты с поддержкой кроссбраузерности (Google Chrome, Mozilla Firefox, Safari, Internet Explorer 11, Microsoft Edge). Знание CMS Joomla, WordPress и опыт работы с Apache HTTP Server приветствуется. О команде разработки: На текущий момент в команде есть дизайнер, два разработчика, два контент-менеджера, руководитель. Мы готовы предложить: - Много интересных задач; - Регулярная индексация заработной платы; - Обучение за счет компании; - Корпоративы и прочие приятные традиции в команде; Про зарплату: Уровень заработной платы напрямую зависит от твоего опыта и результатов. ",не указано,1–3 года,Web-программист (удаленно),,60000.0,30000.0,удаленная работа,"JavaScript,CSS,HTML,Joomla CMS,MySQL,Bootstrap,Веб-программирование,PHP",Полная занятость,https://tyumen.hh.ru/vacancy/39780033,16
815,Магнитогорск,MEDODS,не указаны,6 октября 2020," Компания «MEDODS» входит в ТОП-3 компаний, разрабатывающих собственную CRM/EPR систему для медицинских клиник в России и странах СНГ. Мы основаны и находимся в городе Магнитогорск. Молодая команда и дружелюбный коллектив создают действительно полезный и востребованный продукт, которым пользуются уже более 500 медицинских клиник от Владивостока до Калининграда. Приложение построено на микросервисной архитектуре. На серверной стороне используются такие технологии как: Node.js, Golang, Ruby, PostgreSQL, MongoDB, Redis, Apache Kafka, WebSockets, JWT, Netflix Zuul, Docker, Kubernetes. На клиентской стороне основной библиотекой для написания всех новых компонентов является Vue.js Стек используемых технологий, позволяет вырасти в профессионального и востребованного на рынке труда Frontend разработчика. В чем заключается работа? Frontend разработка совместно с командой. Каковы наши пожелания к Вам? Вы хорошо владеете HTML5, CSS3. Вы знакомы с JavaScript на уверенном уровне и понимаете что такое и как работают такие структуры языка, как области видимости, замыкания, промисы, прототипное наследование и другие). Вы понимаете что такое UX и как сделать пользовательский опыт позитивным. Вы склонны писать аккуратный чистый код. При этом мы готовы рассмотреть вашу кандидатуру, даже если у вас нет опыта коммерческой разработки , но есть голова на плечах и большое желание стать разработчиком. Почему Вам в нашей команде будет хорошо? У вас будет возможность развивать проект федерального масштаба, создавать продукт за который действительно не стыдно. Работа с современным стеком технологий веб-разработки, позволит вам стать и оставаться востребованным разработчиком. Вы будете получать достойную заработную плату и регулярный ее пересмотр по мере роста квалификации. Все это происходит в уютном офисе в лучшем бизнес-центре города. ( Также рассматриваем кандидатов на удаленную работу. ) У нас лояльное, открытое руководство и комфортная атмосфера. ",не указано,не требуется,Junior Frontend Developer,,61250.0,30000.0,удаленная работа,"JavaScript,Vue,Vue.js,HTML,HTML5,CSS,CSS3",Полная занятость,https://tyumen.hh.ru/vacancy/39654094,23
816,Челябинск,Зет-Медиа,не указаны,13 октября 2020," Мы, успешная игровая компания, активно развиваемся и будем рады принять в команду новых талантливых специалистов. Если у вас пока маловато опыта, но есть желание работать и учиться, в том числе самостоятельно - мы открыты к сотрудничеству. Под руководством опытных наставников вы сможете подтянуть свои навыки и вырасти как frontend-специалист. Если вы еще учитесь - график работы можно обсудить индивидуально. Вам предстоит: разработка клиентской части браузерных игр на JavaScript; программирование игровой логики, интерфейсов, графических эффектов. Требования: знание JavaScript, HTML, CSS; понимание базовых принципов верстки; наличие проектов на GitHub и/или пройденных курсов по JS ; готовность самостоятельно пройти предложенное нами обучение перед собеседованием; готовность выполнить тестовое задание. Плюсами будут: опыт коммерческой разработки на любом языке программирования; представление об ООП и паттернах проектирования. Преимущества: официальное трудоустройство, белая зарплата, соцпакет, оплачиваемый отпуск; корпоративные курсы английского языка (по желанию); комфортное рабочее место, организованное с учетом индивидуальных пожеланий; работа над интересными игровыми проектами, в которые ежедневно играют сотни тысяч людей; возможности для роста, интересные и разнообразные задачи; оплата компанией обучающих курсов, семинаров, необходимых для профессионального роста; дружный, доброжелательный коллектив; гибкий график, укороченный рабочий день (7 часов). Уровень заработной платы будет зависеть от итогов собеседования, а в дальнейшем - от итогов работы. ",не указано,не требуется,Программист JavaScript (Front-end) Junior / Начинающий JavaScript разработчик,"знание JavaScript, HTML, CSS;,понимание базовых принципов верстки;,наличие проектов на GitHub и/или пройденных курсов по JS,готовность самостоятельно пройти предложенное нами обучение перед собеседованием;,готовность выполнить тестовое задание.",45000.0,30000.0,полный день,"JavaScript,HTML,CSS",Полная занятость,https://tyumen.hh.ru/vacancy/39670788,16
